EmployeeID,LoginHour,FileDownloadMB,FailedLoginAttempts,Anomaly,RiskLevel
EMP047,8.770920309494764,86.1952689952507,2,1,Normal
EMP014,11.475632623946924,25.49192987038292,1,1,Normal
EMP003,5.811144682411266,61.060199266187034,0,1,Normal
EMP001,7.801249954092454,38.19983563017918,2,1,Normal
EMP005,9.010487399436366,50.86234468804452,0,1,Normal
EMP026,9.093961187529484,88.35355587821897,0,1,Normal
EMP014,8.099869057041513,55.7329720405971,1,1,Normal
EMP039,10.245699864694998,51.39309644468447,0,1,Normal
EMP027,6.864759141234812,9.20431577060242,0,1,Normal
EMP009,8.715241029957413,72.38760698081663,0,1,Normal
EMP015,9.240591263423799,69.36452543423226,1,1,Normal
EMP015,10.028877668117499,114.89764169916381,0,1,Normal
EMP026,10.42322975617778,40.766652951409974,0,1,Normal
EMP042,6.750715816324261,56.57450982991817,0,1,Normal
EMP013,5.931771658528755,57.481510511322654,1,1,Normal
EMP032,11.555353643797018,97.32359839290423,0,1,Normal
EMP039,9.664628023959184,47.141134028391434,2,1,Normal
EMP049,7.503026926886893,58.370645773110176,1,1,Normal
EMP032,12.102303951045046,68.23689529149618,1,1,Normal
EMP004,9.231349268585717,55.59827369469075,2,1,Normal
EMP030,11.358594368127653,36.60699156348415,1,1,Normal
EMP037,9.135036962820218,55.82269978694923,0,1,Normal
EMP023,13.121495849763974,82.20895249579317,2,-1,High
EMP039,12.510681684886409,19.20454101766819,0,1,Normal
EMP045,8.502071703041853,53.98909022440628,0,1,Normal
EMP015,10.94314190190871,28.996375551824805,1,1,Normal
EMP043,10.290751899170296,85.85139886774527,0,1,Normal
EMP029,11.737263115064698,4.304392856486757,0,1,Normal
EMP036,7.070153078839791,33.232344581852345,2,1,Normal
EMP013,10.372102919996879,61.31635625193562,0,1,Normal
EMP032,11.116848973699176,96.96572087703021,0,1,Normal
EMP007,5.482521027153771,48.027492167810365,0,1,Normal
EMP022,6.63348297466845,33.34401419920405,0,1,Normal
EMP028,4.921535644479799,106.4347120832177,1,-1,High
EMP002,8.461186331110884,6.559582987512677,1,1,Normal
EMP042,10.435084511591924,0.0,0,1,Normal
EMP045,12.004714104192056,63.200433501599974,0,1,Normal
EMP006,9.148189560839551,34.93837326942167,0,1,Normal
EMP028,12.257231091142584,19.363015486078602,0,1,Normal
EMP028,6.239797083570217,71.2506934189806,2,1,Normal
EMP044,5.593235121289691,57.31402141313596,0,1,Normal
EMP044,8.888904602206763,33.07764107789815,1,1,Normal
EMP020,9.768130897878615,11.590868039873165,0,1,Normal
EMP030,8.934610503811815,76.17371984840435,1,1,Normal
EMP011,4.865115799920247,69.50603533875983,0,1,Normal
EMP028,8.821759920974424,47.02472408661851,0,1,Normal
EMP025,6.391060998990294,105.39910988142998,1,1,Normal
EMP039,10.339345097660077,17.897457010215426,0,1,Normal
EMP033,9.733196492193697,4.2342448722578325,1,1,Normal
EMP001,7.12024042734529,29.242757903562666,1,1,Normal
EMP027,7.972266165326613,48.632419509335065,1,1,Normal
EMP013,6.881572956222097,57.300183479680754,0,1,Normal
EMP041,8.874641805453656,42.7629182643101,0,1,Normal
EMP003,10.910284641002477,60.561661895428905,0,1,Normal
EMP039,7.028547907328912,12.453817274286678,2,-1,High
EMP006,10.008093031035688,93.31293812219778,0,1,Normal
EMP008,7.939484763255118,47.535464648222934,2,1,Normal
EMP027,7.414254335475311,83.51887494764384,0,1,Normal
EMP009,8.785939280090885,60.281760391331126,0,1,Normal
EMP037,6.929515355161252,63.702596574613516,1,1,Normal
EMP033,7.8927013893056355,67.09301840696611,1,1,Normal
EMP042,6.6042442148223035,63.43125680051945,1,1,Normal
EMP044,12.929450265832779,69.28168279602632,0,1,Normal
EMP024,9.070527103943457,89.87457590397294,0,1,Normal
EMP015,7.600548984014829,55.895635091044106,1,1,Normal
EMP032,9.427959821468445,71.27011272765537,0,1,Normal
EMP032,8.77534390061834,47.3079291713832,0,1,Normal
EMP024,8.558060800933553,93.20351646348419,0,1,Normal
EMP041,10.22833340008685,29.70823093822191,0,1,Normal
EMP049,10.51501542009461,104.02821298732447,1,1,Normal
EMP049,7.938997704778945,48.795261480669694,0,1,Normal
EMP012,7.84836351871064,7.076746936458555,1,1,Normal
EMP039,8.449896605696711,53.843132447323676,0,1,Normal
EMP002,4.39615767052883,29.568450275753577,0,1,Normal
EMP003,5.9696178756028955,75.21930646966172,0,1,Normal
EMP049,11.733748534889049,30.421280620928272,1,1,Normal
EMP037,12.289935427002568,36.61449700355661,1,1,Normal
EMP049,8.501927920887244,0.0,0,1,Normal
EMP017,10.153113926111534,36.4308104225277,0,1,Normal
EMP049,9.622500309087073,0.0,0,1,Normal
EMP002,15.157761616910475,2.482915295428299,0,-1,High
EMP002,11.239149822869154,72.81243968432892,0,1,Normal
EMP028,8.744164817038467,73.57400475952497,0,1,Normal
EMP023,7.088919118799149,62.763726853548945,0,1,Normal
EMP037,5.787107359484855,20.99071570612361,3,-1,High
EMP032,9.406927271734446,48.568659315740604,0,1,Normal
EMP033,7.487298509431393,49.891923827282945,1,1,Normal
EMP001,6.155492580804651,15.249059324223715,0,1,Normal
EMP019,7.706854231514947,95.10194905301452,0,1,Normal
EMP002,6.8369039927712105,76.32086871727014,1,1,Normal
EMP044,12.37428327014513,43.37107478511008,0,1,Normal
EMP026,10.763279513898901,50.806575169835924,0,1,Normal
EMP032,8.984054717366766,56.25148423842657,0,1,Normal
EMP006,11.959888277780053,0.0,0,1,Normal
EMP032,9.154736615295237,42.58467852438209,0,1,Normal
EMP004,7.2774315973434724,29.540472560066043,0,1,Normal
EMP011,12.046248154539315,19.951399703152536,0,1,Normal
EMP017,10.077820087369318,41.56699121342135,1,1,Normal
EMP038,6.925507691347088,103.93059580548568,0,1,Normal
EMP024,8.619322643832783,69.2252858380103,0,1,Normal
EMP005,7.248763493230486,32.8646303065161,1,1,Normal
EMP034,6.234400538071328,67.17748344068475,0,1,Normal
EMP006,10.852355095063283,91.98066309758006,2,1,Normal
EMP022,12.818833280940261,77.73901048738307,1,1,Normal
EMP011,6.202864852361717,51.78891109760522,0,1,Normal
EMP048,10.125938473381142,30.59189666883278,0,1,Normal
EMP016,7.698714861756346,70.9466994084077,0,1,Normal
EMP033,8.025749232470607,61.80456156265249,1,1,Normal
EMP009,7.815212151522262,76.85579660083197,0,1,Normal
EMP006,7.272018460640368,69.05515405045908,1,1,Normal
EMP016,9.097043255889654,81.48658145958005,0,1,Normal
EMP029,7.3380997671779244,33.942943653182965,1,1,Normal
EMP003,9.540913651559677,89.52182196902977,1,1,Normal
EMP020,8.899523781101726,55.92798814077199,1,1,Normal
EMP036,8.52210390626718,112.25782617875797,0,1,Normal
EMP019,7.184872675916804,29.324365457312965,0,1,Normal
EMP026,7.846457338863335,102.07891409495748,0,1,Normal
EMP003,10.510782451651512,55.93732350387943,0,1,Normal
EMP019,10.001834375248762,30.45745989156655,1,1,Normal
EMP020,7.044889510402898,35.48342497837035,0,1,Normal
EMP032,9.19866461085845,40.389580754170396,1,1,Normal
EMP007,10.502774246743577,62.724978392057494,1,1,Normal
EMP041,5.6611894377572565,65.68506464106498,0,1,Normal
EMP033,10.08672038475987,32.78899988184263,0,1,Normal
EMP040,7.674752482108307,49.269362232170515,0,1,Normal
EMP039,10.141197337186318,114.2681107583559,1,1,Normal
EMP018,7.473481686914966,101.82629510302134,0,1,Normal
EMP040,5.390235798670962,63.08971009022096,0,1,Normal
EMP001,5.744915124233675,51.14010434504601,0,1,Normal
EMP011,9.096169893322765,53.60093980154784,1,1,Normal
EMP028,9.519445003442964,68.4055391819125,2,1,Normal
EMP025,7.191366749791182,19.316223044047835,1,1,Normal
EMP050,10.277184917554749,42.27870387729965,0,1,Normal
EMP023,5.67695987546208,0.0,0,1,Normal
EMP031,8.867840402705367,61.97669367815838,2,1,Normal
EMP030,6.577967600475087,69.41587819108223,1,1,Normal
EMP042,7.696327784395682,35.50440613101878,0,1,Normal
EMP035,9.094797342632829,97.21960289870098,0,1,Normal
EMP007,7.279173269432095,13.227030109929764,1,1,Normal
EMP016,8.23088891154035,6.068753593705395,0,1,Normal
EMP026,11.012585618428881,56.73355455679916,0,1,Normal
EMP048,7.846216260953702,81.41294907836463,0,1,Normal
EMP049,10.671384224130284,100.51783074373606,0,1,Normal
EMP002,6.740586290684764,36.233472113931796,0,1,Normal
EMP001,10.059608355830566,82.36042500293887,1,1,Normal
EMP048,11.8831372413158,48.84474591497878,0,1,Normal
EMP012,4.056710999745421,44.821181001775415,0,1,Normal
EMP005,7.406209489059046,76.50979812460017,2,1,Normal
EMP037,10.15414425436108,69.56968635240258,1,1,Normal
EMP032,8.593909227914015,2.7082352904725155,0,1,Normal
EMP009,9.742291746742618,94.29621049177688,0,1,Normal
EMP041,7.792029626568359,91.40274062442354,0,1,Normal
EMP035,9.1731795749458,31.23311895471412,0,1,Normal
EMP019,8.68864552921584,61.87410600312227,2,1,Normal
EMP048,11.335564123319614,64.82090558848216,0,1,Normal
EMP016,9.508841686602427,57.820212974717215,0,1,Normal
EMP003,9.675205324150404,33.490845384637396,1,1,Normal
EMP020,8.176246067755065,29.851298961858454,0,1,Normal
EMP024,8.024787551855013,49.23337787025664,0,1,Normal
EMP033,8.134883624360759,85.18187057778094,1,1,Normal
EMP024,9.788904284756594,66.30800463783297,0,1,Normal
EMP011,8.158031038359475,38.88157003741682,1,1,Normal
EMP049,9.579549713792826,73.15096131945035,0,1,Normal
EMP008,13.150801597290878,0.0,0,-1,High
EMP036,10.742249406863385,84.4629710111631,0,1,Normal
EMP038,8.347952935664317,0.0,1,1,Normal
EMP040,11.402427844327889,39.126771757906035,0,1,Normal
EMP020,8.183849253956897,16.40990316121568,3,-1,High
EMP035,4.923750929644292,11.15955572837283,0,1,Normal
EMP048,6.983827378165191,84.82480362135558,2,1,Normal
EMP025,5.258416157948289,35.96896396064326,0,1,Normal
EMP035,8.296973031917382,60.395116451921474,0,1,Normal
EMP025,9.036836758379103,48.59238263362448,1,1,Normal
EMP029,12.352874624550566,64.31122481669364,0,1,Normal
EMP018,9.653854747528325,52.30465673180766,0,1,Normal
EMP046,8.561798942382271,11.510233274342909,1,1,Normal
EMP018,10.658811162366979,79.8880045834142,0,1,Normal
EMP002,4.57772938198423,35.18730250516062,2,-1,High
EMP035,9.471229116217131,3.3025430402074676,0,1,Normal
EMP016,10.541730387773933,37.15654517102263,0,1,Normal
EMP041,6.0428275084403165,95.02279371902932,1,1,Normal
EMP036,11.287508086413858,75.50665226340479,1,1,Normal
EMP033,9.676992814988829,39.540435967764225,0,1,Normal
EMP004,8.169424172198397,39.522268870447135,1,1,Normal
EMP033,10.26556373221257,40.350948463478524,0,1,Normal
EMP014,13.541385715608792,112.30243950682522,1,-1,High
EMP021,9.363732510116991,61.4580635669466,0,1,Normal
EMP048,9.496441172600672,62.90124941573209,2,1,Normal
EMP020,8.081278200919511,80.90850362095526,1,1,Normal
EMP008,7.300311261070417,57.1636747707954,0,1,Normal
EMP007,10.66067163308849,42.2287356253789,0,1,Normal
EMP003,7.287832348182265,44.10950452745065,1,1,Normal
EMP017,9.143132474438785,47.851962217578084,0,1,Normal
EMP033,8.044685106469768,48.88333290470475,0,1,Normal
EMP048,9.957959651492784,71.8288863091094,1,1,Normal
EMP012,9.667324210573897,51.55837657421898,2,1,Normal
EMP022,11.075079888515798,71.97920231646738,1,1,Normal
EMP022,7.979967202290506,47.57850259674253,2,1,Normal
EMP046,8.460250129413257,52.35905570948272,0,1,Normal
EMP030,7.042472568435385,0.0,1,1,Normal
EMP038,8.111413479847776,77.48983024107444,0,1,Normal
EMP038,9.754600986089704,60.39465427693978,0,1,Normal
EMP045,10.513977233290703,79.94030329578956,0,1,Normal
EMP008,7.155669351644749,0.0,0,1,Normal
EMP027,10.73921184021132,112.65124114342183,2,-1,High
EMP027,11.711275717609901,45.81231115534479,1,1,Normal
EMP034,9.826869806447402,83.24548450212549,2,1,Normal
EMP021,12.753591625116131,18.802822186234074,1,1,Normal
EMP030,7.452421601792854,68.38321715187709,0,1,Normal
EMP033,6.510690593377166,18.397533104790316,1,1,Normal
EMP028,5.442559502191443,31.286931179125848,0,1,Normal
EMP047,11.992088622978367,107.42094061600358,0,1,Normal
EMP033,10.308731312708115,44.279527977099605,1,1,Normal
EMP005,8.88883065817909,56.52298619539169,0,1,Normal
EMP048,9.55993725263964,76.10203192066263,1,1,Normal
EMP019,6.7490219054032465,64.87045663917814,0,1,Normal
EMP004,13.891503959233653,54.51256715430729,0,1,Normal
EMP035,9.258442363950454,60.94883007398676,0,1,Normal
EMP049,9.218789589209786,122.10246755714824,0,1,Normal
EMP017,10.451533247797384,48.27143608899244,0,1,Normal
EMP044,9.962018463473427,56.032971401449025,1,1,Normal
EMP028,9.447768048558263,81.51963188022836,1,1,Normal
EMP030,7.419051089109376,83.1657779887395,1,1,Normal
EMP029,9.942936714271992,85.61090916681141,2,1,Normal
EMP046,12.764048992950068,69.16190666087553,1,1,Normal
EMP006,11.690840092309955,15.709852618085492,1,1,Normal
EMP035,12.186373253278795,99.00294596903288,0,1,Normal
EMP041,7.9775686471376295,15.60963820943936,1,1,Normal
EMP037,7.020790359482838,59.079063957170995,1,1,Normal
EMP024,8.748426159800704,27.371724499419262,1,1,Normal
EMP029,9.11144982457739,48.075849602210226,0,1,Normal
EMP049,11.188383036941897,59.86287230910441,0,1,Normal
EMP046,5.615070740570362,59.64071646350819,0,1,Normal
EMP031,12.059100638921228,62.657622627058544,0,1,Normal
EMP035,8.683984202842021,98.41133807175942,0,1,Normal
EMP033,8.14623786010516,63.6060290454194,2,1,Normal
EMP021,6.975791249479665,42.67530094128054,1,1,Normal
EMP032,5.690286656268461,78.92261504865073,1,1,Normal
EMP023,10.64634116792383,85.68411466773921,2,1,Normal
EMP033,9.146635934376807,13.171765545890224,0,1,Normal
EMP003,6.420078200517892,67.92200209549574,0,1,Normal
EMP018,6.409842455872768,71.03518226932695,0,1,Normal
EMP025,8.328430601419743,41.07309489920024,1,1,Normal
EMP042,12.338043050578786,91.27120439934859,0,1,Normal
EMP031,8.48081729727279,45.4983323890242,1,1,Normal
EMP003,5.993714093763788,53.76729360414627,0,1,Normal
EMP040,8.50851387182811,44.80784527148391,0,1,Normal
EMP046,8.45455286050466,50.46737142744403,2,1,Normal
EMP024,3.6062267141168567,17.111747393143943,1,-1,High
EMP050,8.891410266964376,6.798473522171172,2,1,Normal
EMP032,8.538130939582643,97.83515189674917,0,1,Normal
EMP047,10.392412729626837,24.591159550450165,2,1,Normal
EMP022,12.69791218989069,20.258229516310784,1,1,Normal
EMP023,11.253130059095515,0.0,1,1,Normal
EMP002,8.462222618890339,30.831147569314933,1,1,Normal
EMP027,6.786948182516659,10.307306197775048,0,1,Normal
EMP042,14.14671960649972,99.26045480409107,0,-1,High
EMP002,9.118436868028976,80.29451268027903,0,1,Normal
EMP026,9.027858583825893,29.355489644668285,0,1,Normal
EMP017,8.951749825779993,117.57307416032927,0,1,Normal
EMP040,9.39616952153571,79.45296460974782,0,1,Normal
EMP033,8.711279176152114,40.25505849474133,0,1,Normal
EMP009,7.852675986239527,0.0,0,1,Normal
EMP043,7.906282117519216,118.72827717772225,1,1,Normal
EMP048,8.934493459568003,8.31282599709212,2,1,Normal
EMP039,7.9131504577324705,0.6380375912932479,0,1,Normal
EMP029,7.574308434645671,80.67711296028921,1,1,Normal
EMP042,9.212860455383794,123.19257219017818,0,1,Normal
EMP026,8.49004556515829,91.52818455531555,0,1,Normal
EMP035,12.007985977165378,66.91727360157078,1,1,Normal
EMP050,3.698060383213976,67.84263024995857,0,-1,High
EMP025,11.183013703844924,75.60246676340924,2,1,Normal
EMP024,11.492170384995259,72.76785769360296,0,1,Normal
EMP013,4.853219535183701,58.435742719081276,1,1,Normal
EMP007,8.314624811839302,53.12603311855628,0,1,Normal
EMP036,8.257118268008417,48.122206163014326,0,1,Normal
EMP045,6.184976610564357,27.38106233399971,2,1,Normal
EMP020,7.444366624818249,41.57974769399678,1,1,Normal
EMP001,6.7788483090683425,0.0,0,1,Normal
EMP008,12.504540886847245,47.049811196157506,0,1,Normal
EMP046,10.871356786294923,20.342266785472475,0,1,Normal
EMP016,11.543110189988317,16.892320483526873,0,1,Normal
EMP014,10.443344128086471,55.396824534604356,1,1,Normal
EMP012,6.741896457565542,91.76006859033798,1,1,Normal
EMP023,7.950959467440453,77.54949818006939,1,1,Normal
EMP015,9.978749122455836,2.8849818913046903,0,1,Normal
EMP028,6.555744382216109,20.311155902889872,1,1,Normal
EMP034,10.425996860344776,78.22313563964647,0,1,Normal
EMP002,8.51934920368373,20.525378193850713,0,1,Normal
EMP032,8.250358384900805,43.26100550008926,0,1,Normal
EMP023,10.421919936406983,66.50156297073656,0,1,Normal
EMP022,9.88852662297208,20.94966635409094,2,1,Normal
EMP025,8.27806766836184,53.1612651843788,1,1,Normal
EMP022,11.318659606728495,9.979235152453867,1,1,Normal
EMP022,6.837873344800205,31.95897068146359,0,1,Normal
EMP049,10.231871213888528,59.59345802427611,0,1,Normal
EMP042,10.186202515936767,2.2101879940499245,0,1,Normal
EMP006,8.380907121372019,63.21424213881197,0,1,Normal
EMP015,9.652266044484236,49.410866032199564,0,1,Normal
EMP043,6.497772847229394,66.57469863251444,0,1,Normal
EMP037,10.848054038413801,56.71742402193984,1,1,Normal
EMP033,8.630195727114021,90.92421289921532,0,1,Normal
EMP008,7.954553958961921,53.75673507943722,0,1,Normal
EMP044,11.098018451673779,37.11783376624241,1,1,Normal
EMP044,7.591312618914482,53.668925090968514,0,1,Normal
EMP005,6.183077407272881,66.29894087109165,0,1,Normal
EMP039,5.8867416529521925,51.46580210977113,0,1,Normal
EMP004,10.21201990269128,51.21775073611647,0,1,Normal
EMP006,6.439141295007434,28.94024936579734,0,1,Normal
EMP045,12.50958836396873,30.112972473471554,0,1,Normal
EMP032,4.836141184232556,7.921841846009194,0,-1,High
EMP030,12.392912736580076,102.48730229560817,0,1,Normal
EMP047,9.422034934405238,12.684102938261447,1,1,Normal
EMP035,8.806573776259215,29.21284406612278,0,1,Normal
EMP040,7.910161826382101,28.447782032924078,0,1,Normal
EMP016,9.798272228704143,76.84773130833324,1,1,Normal
EMP013,8.924730595150303,41.15150965123917,0,1,Normal
EMP050,11.206603764033042,87.432262180212,1,1,Normal
EMP042,9.228455297324079,29.795281272683944,0,1,Normal
EMP030,9.300603522923755,58.369824866714055,0,1,Normal
EMP019,8.272775575572288,24.93958840220728,1,1,Normal
EMP017,8.886108752557865,114.35447383320165,2,-1,High
EMP019,9.615603537784118,14.372047429114616,0,1,Normal
EMP028,5.579663214686748,59.294621306810825,0,1,Normal
EMP026,6.303629155788574,69.01330642796296,0,1,Normal
EMP037,10.48652818804543,62.41397292354495,0,1,Normal
EMP026,9.341730876255884,44.44137023366875,2,1,Normal
EMP023,8.632033327294641,46.105379007997215,0,1,Normal
EMP009,9.036867866130786,51.314344159373285,3,-1,High
EMP012,9.695163410723342,45.58993995114534,1,1,Normal
EMP001,7.920480639381277,78.9163735038473,0,1,Normal
EMP001,7.4433905491953745,116.31569004774053,0,1,Normal
EMP047,9.391690510195364,33.27524644976499,0,1,Normal
EMP034,7.043254444769936,8.905910612627665,1,1,Normal
EMP032,9.816505511428943,47.351538549462354,0,1,Normal
EMP048,5.594832791524319,127.39128012962955,0,-1,High
EMP025,11.058311274651288,25.889762960908076,0,1,Normal
EMP040,9.945194964826086,99.17350416332202,0,1,Normal
EMP045,9.51205946862775,100.33102442229321,0,1,Normal
EMP001,10.965381967891028,33.39235274876016,1,1,Normal
EMP016,12.330948888925153,67.06949237555827,0,1,Normal
EMP039,11.028740130036262,98.85189869385614,0,1,Normal
EMP005,5.318251537336709,38.62616777037539,2,-1,High
EMP022,6.4408460665285965,43.892589196929144,0,1,Normal
EMP029,7.7503628446086426,32.54957258154069,0,1,Normal
